S1,S1_conf,ST,ST_conf,S2,S2_conf
[0.02832488 0.59074831 0.3807707 ],[0.00163404 0.00611865 0.0047298 ],[0.02835519 0.59090008 0.3809366 ],[0.00026648 0.00462293 0.00343242],"[[           nan 3.39763149e-05 3.76632594e-05]
 [           nan            nan 1.27671454e-04]
 [           nan            nan            nan]]","[[       nan 0.00276914 0.00241872]
 [       nan        nan 0.01019161]
 [       nan        nan        nan]]"
