S1,S1_conf,ST,ST_conf,S2,S2_conf
[-2.15227527e-12  4.64777505e-01  4.93062153e-01],[9.69751409e-11 6.02551317e-03 5.88183542e-03],[1.31233569e-16 5.06994592e-01 5.35321985e-01],[1.25743809e-18 4.93040800e-03 5.53948028e-03],"[[           nan 2.56017429e-12 2.60974575e-12]
 [           nan            nan 4.22347627e-02]
 [           nan            nan            nan]]","[[           nan 1.65971315e-10 1.59575557e-10]
 [           nan            nan 1.23702126e-02]
 [           nan            nan            nan]]"
