S1,S1_conf,ST,ST_conf,S2,S2_conf
[0.08565564 0.75995618 0.10988434],[0.00222052 0.00673003 0.00287228],[0.1060389  0.78919695 0.15026318],[0.00145715 0.00573317 0.00214411],"[[       nan 0.0041803  0.01529544]
 [       nan        nan 0.02411914]
 [       nan        nan        nan]]","[[       nan 0.0039851  0.00346689]
 [       nan        nan 0.00997056]
 [       nan        nan        nan]]"
