S1,S1_conf,ST,ST_conf,S2,S2_conf
[0.03354966 0.57180327 0.39417241],[0.00174447 0.00575763 0.00496144],[0.03360504 0.57226311 0.39464409],[0.00027866 0.00436258 0.00332771],"[[           nan 4.89604385e-05 5.12455817e-05]
 [           nan            nan 4.22468305e-04]
 [           nan            nan            nan]]","[[       nan 0.00309897 0.00301952]
 [       nan        nan 0.00922545]
 [       nan        nan        nan]]"
