S1,S1_conf,ST,ST_conf,S2,S2_conf
[4.99596711e-12 7.90723170e-01 1.76060933e-01],[3.64922338e-10 6.94125908e-03 3.54032079e-03],[1.95087008e-15 8.23945435e-01 2.09266771e-01],[2.28216591e-17 5.46465995e-03 2.03534790e-03],"[[            nan -1.38425937e-11 -1.00450204e-12]
 [            nan             nan  3.31945993e-02]
 [            nan             nan             nan]]","[[           nan 7.41476920e-10 6.66075870e-10]
 [           nan            nan 9.22921226e-03]
 [           nan            nan            nan]]"
