S1,S1_conf,ST,ST_conf,S2,S2_conf
[1.08656818e-11 7.92027768e-01 1.62692390e-01],[8.19955690e-10 6.91216168e-03 3.68520662e-03],[8.67665672e-15 8.37311175e-01 2.07954062e-01],[9.84313736e-17 6.48667163e-03 2.05941982e-03],"[[            nan -3.11574100e-11 -1.03209108e-12]
 [            nan             nan  4.52477427e-02]
 [            nan             nan             nan]]","[[           nan 1.48182835e-09 1.30548506e-09]
 [           nan            nan 9.40686866e-03]
 [           nan            nan            nan]]"
