S1,S1_conf,ST,ST_conf,S2,S2_conf
[0.07847239 0.760792   0.10688429],[0.00276261 0.00792656 0.00352841],[0.10148737 0.80371978 0.15054509],[0.00129883 0.00633122 0.00210421],"[[       nan 0.01026417 0.01096791]
 [       nan        nan 0.03084257]
 [       nan        nan        nan]]","[[       nan 0.00406578 0.00367608]
 [       nan        nan 0.00887047]
 [       nan        nan        nan]]"
