S1,S1_conf,ST,ST_conf,S2,S2_conf
[-3.21440503e-12  4.65039815e-01  4.94473741e-01],[1.50898028e-10 6.26632301e-03 5.30161116e-03],[3.12635117e-16 5.05584133e-01 5.35058931e-01],[3.65092686e-18 4.62590233e-03 4.72155180e-03],"[[           nan 3.72685216e-12 3.83698628e-12]
 [           nan            nan 4.05624667e-02]
 [           nan            nan            nan]]","[[           nan 2.50858926e-10 2.66148942e-10]
 [           nan            nan 1.02512922e-02]
 [           nan            nan            nan]]"
